stride,offset,query_index,sequence_id,sample_id,appearances
1,0,23210,seq0083,seq0083_g000210,8
1,0,23211,seq0083,seq0083_g000211,8
1,0,23212,seq0083,seq0083_g000212,8
1,0,23213,seq0083,seq0083_g000213,8
1,0,23214,seq0083,seq0083_g000214,8
1,0,23215,seq0083,seq0083_g000215,8
1,0,23216,seq0083,seq0083_g000216,8
1,0,23217,seq0083,seq0083_g000217,8
1,0,23218,seq0083,seq0083_g000218,8
1,0,23219,seq0083,seq0083_g000219,8
1,0,23220,seq0083,seq0083_g000220,8
1,0,23221,seq0083,seq0083_g000221,8
1,0,23222,seq0083,seq0083_g000222,8
1,0,23223,seq0083,seq0083_g000223,8
1,0,23224,seq0083,seq0083_g000224,8
1,0,23225,seq0083,seq0083_g000225,8
1,0,23226,seq0083,seq0083_g000226,8
1,0,23227,seq0083,seq0083_g000227,8
1,0,23228,seq0083,seq0083_g000228,8
1,0,23229,seq0083,seq0083_g000229,8
1,0,23230,seq0083,seq0083_g000230,8
1,0,23231,seq0083,seq0083_g000231,8
1,0,23232,seq0083,seq0083_g000232,8
1,0,23233,seq0083,seq0083_g000233,8
1,0,23234,seq0083,seq0083_g000234,8
1,0,23235,seq0083,seq0083_g000235,8
1,0,23236,seq0083,seq0083_g000236,8
1,0,23237,seq0083,seq0083_g000237,8
1,0,23238,seq0083,seq0083_g000238,8
1,0,23239,seq0083,seq0083_g000239,8
1,0,23240,seq0083,seq0083_g000240,8
1,0,23241,seq0083,seq0083_g000241,8
1,0,23242,seq0083,seq0083_g000242,8
1,0,23243,seq0083,seq0083_g000243,8
1,0,23244,seq0083,seq0083_g000244,8
1,0,23245,seq0083,seq0083_g000245,8
1,0,23246,seq0083,seq0083_g000246,8
1,0,23247,seq0083,seq0083_g000247,8
1,0,23248,seq0083,seq0083_g000248,8
1,0,23249,seq0083,seq0083_g000249,8
1,0,23250,seq0083,seq0083_g000250,8
1,0,23251,seq0083,seq0083_g000251,8
1,0,23252,seq0083,seq0083_g000252,8
1,0,23253,seq0083,seq0083_g000253,8
1,0,23254,seq0083,seq0083_g000254,8
1,0,23255,seq0083,seq0083_g000255,8
1,0,23256,seq0083,seq0083_g000256,8
1,0,23257,seq0083,seq0083_g000257,8
1,0,23258,seq0083,seq0083_g000258,8
1,0,23259,seq0083,seq0083_g000259,8
1,0,23260,seq0083,seq0083_g000260,8
1,0,23261,seq0083,seq0083_g000261,8
1,0,23262,seq0083,seq0083_g000262,8
1,0,23263,seq0083,seq0083_g000263,8
1,0,23264,seq0083,seq0083_g000264,8
1,0,23265,seq0083,seq0083_g000265,8
1,0,23266,seq0083,seq0083_g000266,8
1,0,23267,seq0083,seq0083_g000267,8
1,0,23268,seq0083,seq0083_g000268,8
1,0,23269,seq0083,seq0083_g000269,8
1,0,23270,seq0083,seq0083_g000270,8
1,0,23271,seq0083,seq0083_g000271,8
1,0,23272,seq0083,seq0083_g000272,8
1,0,23273,seq0083,seq0083_g000273,8
1,0,23274,seq0083,seq0083_g000274,8
1,0,23275,seq0083,seq0083_g000275,8
1,0,23276,seq0083,seq0083_g000276,8
1,0,23277,seq0083,seq0083_g000277,8
1,0,23278,seq0083,seq0083_g000278,8
1,0,23279,seq0083,seq0083_g000279,8
1,0,23280,seq0083,seq0083_g000280,8
1,0,23281,seq0083,seq0083_g000281,8
1,0,23282,seq0083,seq0083_g000282,8
1,0,23283,seq0083,seq0083_g000283,8
1,0,23284,seq0083,seq0083_g000284,8
1,0,23285,seq0083,seq0083_g000285,8
1,0,23286,seq0083,seq0083_g000286,8
1,0,23287,seq0083,seq0083_g000287,8
1,0,23288,seq0083,seq0083_g000288,8
1,0,23289,seq0083,seq0083_g000289,8
1,0,23290,seq0083,seq0083_g000290,8
1,0,23291,seq0083,seq0083_g000291,8
1,0,23292,seq0083,seq0083_g000292,8
1,0,23293,seq0083,seq0083_g000293,8
1,0,23294,seq0083,seq0083_g000294,8
1,0,23295,seq0083,seq0083_g000295,8
1,0,23296,seq0083,seq0083_g000296,8
1,0,23297,seq0083,seq0083_g000297,8
1,0,23298,seq0083,seq0083_g000298,8
1,0,23299,seq0083,seq0083_g000299,8
1,0,23300,seq0083,seq0083_g000300,8
1,0,23301,seq0083,seq0083_g000301,8
1,0,23302,seq0083,seq0083_g000302,8
1,0,23303,seq0083,seq0083_g000303,8
1,0,23304,seq0083,seq0083_g000304,8
1,0,23305,seq0083,seq0083_g000305,8
1,0,23306,seq0083,seq0083_g000306,8
1,0,23307,seq0083,seq0083_g000307,8
1,0,23308,seq0083,seq0083_g000308,8
1,0,23309,seq0083,seq0083_g000309,8
1,0,23310,seq0083,seq0083_g000310,8
1,0,23311,seq0083,seq0083_g000311,8
1,0,23312,seq0083,seq0083_g000312,8
1,0,23313,seq0083,seq0083_g000313,8
1,0,23314,seq0083,seq0083_g000314,8
1,0,23315,seq0083,seq0083_g000315,8
1,0,23316,seq0083,seq0083_g000316,8
1,0,23317,seq0083,seq0083_g000317,8
1,0,23318,seq0083,seq0083_g000318,8
1,0,23319,seq0083,seq0083_g000319,8
1,0,23320,seq0083,seq0083_g000320,8
1,0,23321,seq0083,seq0083_g000321,8
1,0,23322,seq0083,seq0083_g000322,8
1,0,23323,seq0083,seq0083_g000323,8
1,0,23324,seq0083,seq0083_g000324,8
1,0,23325,seq0083,seq0083_g000325,8
1,0,23326,seq0083,seq0083_g000326,8
1,0,23327,seq0083,seq0083_g000327,8
1,0,23328,seq0083,seq0083_g000328,8
1,0,23329,seq0083,seq0083_g000329,8
1,0,23330,seq0083,seq0083_g000330,8
1,0,23331,seq0083,seq0083_g000331,8
1,0,23332,seq0083,seq0083_g000332,8
1,0,23333,seq0083,seq0083_g000333,8
1,0,23334,seq0083,seq0083_g000334,8
1,0,23335,seq0083,seq0083_g000335,8
1,0,23336,seq0083,seq0083_g000336,8
1,0,23337,seq0083,seq0083_g000337,8
1,0,23338,seq0083,seq0083_g000338,8
1,0,23339,seq0083,seq0083_g000339,8
1,0,23340,seq0083,seq0083_g000340,8
1,0,23341,seq0083,seq0083_g000341,8
1,0,23342,seq0083,seq0083_g000342,8
1,0,23343,seq0083,seq0083_g000343,8
1,0,23344,seq0083,seq0083_g000344,8
1,0,23345,seq0083,seq0083_g000345,8
1,0,23346,seq0083,seq0083_g000346,8
1,0,23347,seq0083,seq0083_g000347,8
1,0,23348,seq0083,seq0083_g000348,8
1,0,23349,seq0083,seq0083_g000349,8
1,0,23350,seq0083,seq0083_g000350,8
1,0,23351,seq0083,seq0083_g000351,8
1,0,23352,seq0083,seq0083_g000352,8
1,0,23353,seq0083,seq0083_g000353,8
1,0,23354,seq0083,seq0083_g000354,8
1,0,23355,seq0083,seq0083_g000355,8
1,0,23356,seq0083,seq0083_g000356,8
1,0,23357,seq0083,seq0083_g000357,8
1,0,23358,seq0083,seq0083_g000358,8
1,0,23359,seq0083,seq0083_g000359,8
1,0,23360,seq0083,seq0083_g000360,8
1,0,23361,seq0083,seq0083_g000361,8
1,0,23362,seq0083,seq0083_g000362,8
1,0,23363,seq0083,seq0083_g000363,8
1,0,23364,seq0083,seq0083_g000364,8
1,0,23365,seq0083,seq0083_g000365,8
1,0,23366,seq0083,seq0083_g000366,8
1,0,23367,seq0083,seq0083_g000367,8
1,0,23368,seq0083,seq0083_g000368,8
1,0,23369,seq0083,seq0083_g000369,8
1,0,23370,seq0083,seq0083_g000370,8
1,0,23371,seq0083,seq0083_g000371,8
1,0,23372,seq0083,seq0083_g000372,8
1,0,23373,seq0083,seq0083_g000373,8
1,0,23374,seq0083,seq0083_g000374,8
1,0,23375,seq0083,seq0083_g000375,8
1,0,23376,seq0083,seq0083_g000376,8
1,0,23377,seq0083,seq0083_g000377,8
1,0,23378,seq0083,seq0083_g000378,8
1,0,23379,seq0083,seq0083_g000379,8
1,0,23380,seq0083,seq0083_g000380,8
1,0,23381,seq0083,seq0083_g000381,8
1,0,23382,seq0083,seq0083_g000382,8
1,0,23383,seq0083,seq0083_g000383,8
1,0,23384,seq0083,seq0083_g000384,8
1,0,23385,seq0083,seq0083_g000385,8
1,0,23386,seq0083,seq0083_g000386,8
1,0,23387,seq0083,seq0083_g000387,8
1,0,23388,seq0083,seq0083_g000388,8
1,0,23389,seq0083,seq0083_g000389,8
1,0,23390,seq0083,seq0083_g000390,8
1,0,23391,seq0083,seq0083_g000391,8
1,0,23392,seq0083,seq0083_g000392,8
1,0,23393,seq0083,seq0083_g000393,7
1,0,23394,seq0083,seq0083_g000394,6
1,0,23395,seq0083,seq0083_g000395,5
1,0,23396,seq0083,seq0083_g000396,4
1,0,23397,seq0083,seq0083_g000397,3
1,0,23398,seq0083,seq0083_g000398,2
1,0,23399,seq0083,seq0083_g000399,1
1,0,23400,seq0085,seq0085_g000000,8
1,0,23401,seq0085,seq0085_g000001,8
1,0,23402,seq0085,seq0085_g000002,8
1,0,23403,seq0085,seq0085_g000003,8
1,0,23404,seq0085,seq0085_g000004,8
1,0,23405,seq0085,seq0085_g000005,8
1,0,23406,seq0085,seq0085_g000006,8
1,0,23407,seq0085,seq0085_g000007,8
1,0,23408,seq0085,seq0085_g000008,8
1,0,23409,seq0085,seq0085_g000009,8
1,0,23410,seq0085,seq0085_g000010,8
1,0,23411,seq0085,seq0085_g000011,8
1,0,23412,seq0085,seq0085_g000012,8
1,0,23413,seq0085,seq0085_g000013,8
1,0,23414,seq0085,seq0085_g000014,8
1,0,23415,seq0085,seq0085_g000015,8
1,0,23416,seq0085,seq0085_g000016,8
1,0,23417,seq0085,seq0085_g000017,8
1,0,23418,seq0085,seq0085_g000018,8
1,0,23419,seq0085,seq0085_g000019,8
1,0,23420,seq0085,seq0085_g000020,8
1,0,23421,seq0085,seq0085_g000021,8
1,0,23422,seq0085,seq0085_g000022,8
1,0,23423,seq0085,seq0085_g000023,8
1,0,23424,seq0085,seq0085_g000024,8
1,0,23425,seq0085,seq0085_g000025,8
1,0,23426,seq0085,seq0085_g000026,8
1,0,23427,seq0085,seq0085_g000027,8
1,0,23428,seq0085,seq0085_g000028,8
1,0,23429,seq0085,seq0085_g000029,8
1,0,23430,seq0085,seq0085_g000030,8
1,0,23431,seq0085,seq0085_g000031,8
1,0,23432,seq0085,seq0085_g000032,8
1,0,23433,seq0085,seq0085_g000033,8
1,0,23434,seq0085,seq0085_g000034,8
1,0,23435,seq0085,seq0085_g000035,8
1,0,23436,seq0085,seq0085_g000036,8
1,0,23437,seq0085,seq0085_g000037,8
1,0,23438,seq0085,seq0085_g000038,8
1,0,23439,seq0085,seq0085_g000039,8
1,0,23440,seq0085,seq0085_g000040,8
1,0,23441,seq0085,seq0085_g000041,8
1,0,23442,seq0085,seq0085_g000042,8
1,0,23443,seq0085,seq0085_g000043,8
1,0,23444,seq0085,seq0085_g000044,8
1,0,23445,seq0085,seq0085_g000045,8
1,0,23446,seq0085,seq0085_g000046,8
1,0,23447,seq0085,seq0085_g000047,8
1,0,23448,seq0085,seq0085_g000048,8
1,0,23449,seq0085,seq0085_g000049,8
1,0,23450,seq0085,seq0085_g000050,8
1,0,23451,seq0085,seq0085_g000051,8
1,0,23452,seq0085,seq0085_g000052,8
1,0,23453,seq0085,seq0085_g000053,8
1,0,23454,seq0085,seq0085_g000054,8
1,0,23455,seq0085,seq0085_g000055,8
1,0,23456,seq0085,seq0085_g000056,8
1,0,23457,seq0085,seq0085_g000057,8
1,0,23458,seq0085,seq0085_g000058,8
1,0,23459,seq0085,seq0085_g000059,8
1,0,23460,seq0085,seq0085_g000060,8
1,0,23461,seq0085,seq0085_g000061,8
1,0,23462,seq0085,seq0085_g000062,8
1,0,23463,seq0085,seq0085_g000063,8
1,0,23464,seq0085,seq0085_g000064,8
1,0,23465,seq0085,seq0085_g000065,8
1,0,23466,seq0085,seq0085_g000066,8
1,0,23467,seq0085,seq0085_g000067,8
1,0,23468,seq0085,seq0085_g000068,8
1,0,23469,seq0085,seq0085_g000069,8
1,0,23470,seq0085,seq0085_g000070,8
1,0,23471,seq0085,seq0085_g000071,8
1,0,23472,seq0085,seq0085_g000072,8
1,0,23473,seq0085,seq0085_g000073,8
1,0,23474,seq0085,seq0085_g000074,8
1,0,23475,seq0085,seq0085_g000075,8
1,0,23476,seq0085,seq0085_g000076,8
1,0,23477,seq0085,seq0085_g000077,8
1,0,23478,seq0085,seq0085_g000078,8
1,0,23479,seq0085,seq0085_g000079,8
1,0,23480,seq0085,seq0085_g000080,8
1,0,23481,seq0085,seq0085_g000081,8
1,0,23482,seq0085,seq0085_g000082,8
1,0,23483,seq0085,seq0085_g000083,8
1,0,23484,seq0085,seq0085_g000084,8
1,0,23485,seq0085,seq0085_g000085,8
1,0,23486,seq0085,seq0085_g000086,8
1,0,23487,seq0085,seq0085_g000087,8
1,0,23488,seq0085,seq0085_g000088,8
1,0,23489,seq0085,seq0085_g000089,8
1,0,23490,seq0085,seq0085_g000090,8
1,0,23491,seq0085,seq0085_g000091,8
1,0,23492,seq0085,seq0085_g000092,8
1,0,23493,seq0085,seq0085_g000093,8
1,0,23494,seq0085,seq0085_g000094,8
1,0,23495,seq0085,seq0085_g000095,8
1,0,23496,seq0085,seq0085_g000096,8
1,0,23497,seq0085,seq0085_g000097,8
1,0,23498,seq0085,seq0085_g000098,8
1,0,23499,seq0085,seq0085_g000099,8
1,0,23500,seq0085,seq0085_g000100,8
1,0,23501,seq0085,seq0085_g000101,8
1,0,23502,seq0085,seq0085_g000102,8
1,0,23503,seq0085,seq0085_g000103,8
1,0,23504,seq0085,seq0085_g000104,8
1,0,23505,seq0085,seq0085_g000105,8
1,0,23506,seq0085,seq0085_g000106,8
1,0,23507,seq0085,seq0085_g000107,8
1,0,23508,seq0085,seq0085_g000108,8
1,0,23509,seq0085,seq0085_g000109,8
1,0,23510,seq0085,seq0085_g000110,8
1,0,23511,seq0085,seq0085_g000111,8
1,0,23512,seq0085,seq0085_g000112,8
1,0,23513,seq0085,seq0085_g000113,8
1,0,23514,seq0085,seq0085_g000114,8
1,0,23515,seq0085,seq0085_g000115,8
1,0,23516,seq0085,seq0085_g000116,8
1,0,23517,seq0085,seq0085_g000117,8
1,0,23518,seq0085,seq0085_g000118,8
1,0,23519,seq0085,seq0085_g000119,8
1,0,23520,seq0085,seq0085_g000120,8
1,0,23521,seq0085,seq0085_g000121,8
1,0,23522,seq0085,seq0085_g000122,8
1,0,23523,seq0085,seq0085_g000123,8
1,0,23524,seq0085,seq0085_g000124,8
1,0,23525,seq0085,seq0085_g000125,8
1,0,23526,seq0085,seq0085_g000126,8
1,0,23527,seq0085,seq0085_g000127,8
1,0,23528,seq0085,seq0085_g000128,8
1,0,23529,seq0085,seq0085_g000129,8
1,0,23530,seq0085,seq0085_g000130,8
1,0,23531,seq0085,seq0085_g000131,8
1,0,23532,seq0085,seq0085_g000132,8
1,0,23533,seq0085,seq0085_g000133,8
1,0,23534,seq0085,seq0085_g000134,8
1,0,23535,seq0085,seq0085_g000135,8
1,0,23536,seq0085,seq0085_g000136,8
1,0,23537,seq0085,seq0085_g000137,8
1,0,23538,seq0085,seq0085_g000138,8
1,0,23539,seq0085,seq0085_g000139,8
1,0,23540,seq0085,seq0085_g000140,8
1,0,23541,seq0085,seq0085_g000141,8
1,0,23542,seq0085,seq0085_g000142,8
1,0,23543,seq0085,seq0085_g000143,8
1,0,23544,seq0085,seq0085_g000144,8
1,0,23545,seq0085,seq0085_g000145,8
1,0,23546,seq0085,seq0085_g000146,8
1,0,23547,seq0085,seq0085_g000147,8
1,0,23548,seq0085,seq0085_g000148,8
1,0,23549,seq0085,seq0085_g000149,8
1,0,23550,seq0085,seq0085_g000150,8
1,0,23551,seq0085,seq0085_g000151,8
1,0,23552,seq0085,seq0085_g000152,8
1,0,23553,seq0085,seq0085_g000153,8
1,0,23554,seq0085,seq0085_g000154,8
1,0,23555,seq0085,seq0085_g000155,8
1,0,23556,seq0085,seq0085_g000156,8
1,0,23557,seq0085,seq0085_g000157,8
1,0,23558,seq0085,seq0085_g000158,8
1,0,23559,seq0085,seq0085_g000159,8
1,0,23560,seq0085,seq0085_g000160,8
1,0,23561,seq0085,seq0085_g000161,8
1,0,23562,seq0085,seq0085_g000162,8
1,0,23563,seq0085,seq0085_g000163,8
1,0,23564,seq0085,seq0085_g000164,8
1,0,23565,seq0085,seq0085_g000165,8
1,0,23566,seq0085,seq0085_g000166,8
1,0,23567,seq0085,seq0085_g000167,8
1,0,23568,seq0085,seq0085_g000168,8
1,0,23569,seq0085,seq0085_g000169,8
1,0,23570,seq0085,seq0085_g000170,8
1,0,23571,seq0085,seq0085_g000171,8
1,0,23572,seq0085,seq0085_g000172,8
1,0,23573,seq0085,seq0085_g000173,8
1,0,23574,seq0085,seq0085_g000174,8
1,0,23575,seq0085,seq0085_g000175,8
1,0,23576,seq0085,seq0085_g000176,8
1,0,23577,seq0085,seq0085_g000177,8
1,0,23578,seq0085,seq0085_g000178,8
1,0,23579,seq0085,seq0085_g000179,8
1,0,23580,seq0085,seq0085_g000180,8
1,0,23581,seq0085,seq0085_g000181,8
1,0,23582,seq0085,seq0085_g000182,8
1,0,23583,seq0085,seq0085_g000183,8
1,0,23584,seq0085,seq0085_g000184,8
1,0,23585,seq0085,seq0085_g000185,8
1,0,23586,seq0085,seq0085_g000186,8
1,0,23587,seq0085,seq0085_g000187,8
1,0,23588,seq0085,seq0085_g000188,8
1,0,23589,seq0085,seq0085_g000189,8
1,0,23590,seq0085,seq0085_g000190,8
1,0,23591,seq0085,seq0085_g000191,8
1,0,23592,seq0085,seq0085_g000192,8
1,0,23593,seq0085,seq0085_g000193,8
1,0,23594,seq0085,seq0085_g000194,8
1,0,23595,seq0085,seq0085_g000195,8
1,0,23596,seq0085,seq0085_g000196,8
1,0,23597,seq0085,seq0085_g000197,8
1,0,23598,seq0085,seq0085_g000198,8
1,0,23599,seq0085,seq0085_g000199,8
1,0,23600,seq0085,seq0085_g000200,8
1,0,23601,seq0085,seq0085_g000201,8
1,0,23602,seq0085,seq0085_g000202,8
1,0,23603,seq0085,seq0085_g000203,8
1,0,23604,seq0085,seq0085_g000204,8
1,0,23605,seq0085,seq0085_g000205,8
1,0,23606,seq0085,seq0085_g000206,8
1,0,23607,seq0085,seq0085_g000207,8
1,0,23608,seq0085,seq0085_g000208,8
1,0,23609,seq0085,seq0085_g000209,8
1,0,23610,seq0085,seq0085_g000210,8
1,0,23611,seq0085,seq0085_g000211,8
1,0,23612,seq0085,seq0085_g000212,8
1,0,23613,seq0085,seq0085_g000213,8
1,0,23614,seq0085,seq0085_g000214,8
1,0,23615,seq0085,seq0085_g000215,8
1,0,23616,seq0085,seq0085_g000216,8
1,0,23617,seq0085,seq0085_g000217,8
1,0,23618,seq0085,seq0085_g000218,8
1,0,23619,seq0085,seq0085_g000219,8
1,0,23620,seq0085,seq0085_g000220,8
1,0,23621,seq0085,seq0085_g000221,8
1,0,23622,seq0085,seq0085_g000222,8
1,0,23623,seq0085,seq0085_g000223,8
1,0,23624,seq0085,seq0085_g000224,8
1,0,23625,seq0085,seq0085_g000225,8
1,0,23626,seq0085,seq0085_g000226,8
1,0,23627,seq0085,seq0085_g000227,8
1,0,23628,seq0085,seq0085_g000228,8
1,0,23629,seq0085,seq0085_g000229,8
1,0,23630,seq0085,seq0085_g000230,8
1,0,23631,seq0085,seq0085_g000231,8
1,0,23632,seq0085,seq0085_g000232,8
1,0,23633,seq0085,seq0085_g000233,8
1,0,23634,seq0085,seq0085_g000234,8
1,0,23635,seq0085,seq0085_g000235,8
1,0,23636,seq0085,seq0085_g000236,8
1,0,23637,seq0085,seq0085_g000237,8
1,0,23638,seq0085,seq0085_g000238,8
1,0,23639,seq0085,seq0085_g000239,8
1,0,23640,seq0085,seq0085_g000240,8
1,0,23641,seq0085,seq0085_g000241,8
1,0,23642,seq0085,seq0085_g000242,8
1,0,23643,seq0085,seq0085_g000243,8
1,0,23644,seq0085,seq0085_g000244,8
1,0,23645,seq0085,seq0085_g000245,8
1,0,23646,seq0085,seq0085_g000246,8
1,0,23647,seq0085,seq0085_g000247,8
1,0,23648,seq0085,seq0085_g000248,8
1,0,23649,seq0085,seq0085_g000249,8
1,0,23650,seq0085,seq0085_g000250,8
1,0,23651,seq0085,seq0085_g000251,8
1,0,23652,seq0085,seq0085_g000252,8
1,0,23653,seq0085,seq0085_g000253,8
1,0,23654,seq0085,seq0085_g000254,8
1,0,23655,seq0085,seq0085_g000255,8
1,0,23656,seq0085,seq0085_g000256,8
1,0,23657,seq0085,seq0085_g000257,8
1,0,23658,seq0085,seq0085_g000258,8
1,0,23659,seq0085,seq0085_g000259,8
1,0,23660,seq0085,seq0085_g000260,8
1,0,23661,seq0085,seq0085_g000261,8
1,0,23662,seq0085,seq0085_g000262,8
1,0,23663,seq0085,seq0085_g000263,8
1,0,23664,seq0085,seq0085_g000264,8
1,0,23665,seq0085,seq0085_g000265,8
1,0,23666,seq0085,seq0085_g000266,8
1,0,23667,seq0085,seq0085_g000267,8
1,0,23668,seq0085,seq0085_g000268,8
1,0,23669,seq0085,seq0085_g000269,8
1,0,23670,seq0085,seq0085_g000270,8
1,0,23671,seq0085,seq0085_g000271,8
1,0,23672,seq0085,seq0085_g000272,8
1,0,23673,seq0085,seq0085_g000273,8
1,0,23674,seq0085,seq0085_g000274,8
1,0,23675,seq0085,seq0085_g000275,8
1,0,23676,seq0085,seq0085_g000276,8
1,0,23677,seq0085,seq0085_g000277,8
1,0,23678,seq0085,seq0085_g000278,8
1,0,23679,seq0085,seq0085_g000279,8
1,0,23680,seq0085,seq0085_g000280,8
1,0,23681,seq0085,seq0085_g000281,8
1,0,23682,seq0085,seq0085_g000282,8
1,0,23683,seq0085,seq0085_g000283,8
1,0,23684,seq0085,seq0085_g000284,8
1,0,23685,seq0085,seq0085_g000285,8
1,0,23686,seq0085,seq0085_g000286,8
1,0,23687,seq0085,seq0085_g000287,8
1,0,23688,seq0085,seq0085_g000288,8
1,0,23689,seq0085,seq0085_g000289,8
1,0,23690,seq0085,seq0085_g000290,8
1,0,23691,seq0085,seq0085_g000291,8
1,0,23692,seq0085,seq0085_g000292,8
1,0,23693,seq0085,seq0085_g000293,8
1,0,23694,seq0085,seq0085_g000294,8
1,0,23695,seq0085,seq0085_g000295,8
1,0,23696,seq0085,seq0085_g000296,8
1,0,23697,seq0085,seq0085_g000297,8
1,0,23698,seq0085,seq0085_g000298,8
1,0,23699,seq0085,seq0085_g000299,8
1,0,23700,seq0085,seq0085_g000300,8
1,0,23701,seq0085,seq0085_g000301,8
1,0,23702,seq0085,seq0085_g000302,8
1,0,23703,seq0085,seq0085_g000303,8
1,0,23704,seq0085,seq0085_g000304,8
1,0,23705,seq0085,seq0085_g000305,8
1,0,23706,seq0085,seq0085_g000306,8
1,0,23707,seq0085,seq0085_g000307,8
1,0,23708,seq0085,seq0085_g000308,8
1,0,23709,seq0085,seq0085_g000309,8
1,0,23710,seq0085,seq0085_g000310,8
1,0,23711,seq0085,seq0085_g000311,8
1,0,23712,seq0085,seq0085_g000312,8
1,0,23713,seq0085,seq0085_g000313,8
1,0,23714,seq0085,seq0085_g000314,8
1,0,23715,seq0085,seq0085_g000315,8
1,0,23716,seq0085,seq0085_g000316,8
1,0,23717,seq0085,seq0085_g000317,8
1,0,23718,seq0085,seq0085_g000318,8
1,0,23719,seq0085,seq0085_g000319,8
1,0,23720,seq0085,seq0085_g000320,8
1,0,23721,seq0085,seq0085_g000321,8
1,0,23722,seq0085,seq0085_g000322,8
1,0,23723,seq0085,seq0085_g000323,8
1,0,23724,seq0085,seq0085_g000324,8
1,0,23725,seq0085,seq0085_g000325,8
1,0,23726,seq0085,seq0085_g000326,8
1,0,23727,seq0085,seq0085_g000327,8
1,0,23728,seq0085,seq0085_g000328,8
1,0,23729,seq0085,seq0085_g000329,8
1,0,23730,seq0085,seq0085_g000330,8
1,0,23731,seq0085,seq0085_g000331,8
1,0,23732,seq0085,seq0085_g000332,8
1,0,23733,seq0085,seq0085_g000333,8
1,0,23734,seq0085,seq0085_g000334,8
1,0,23735,seq0085,seq0085_g000335,8
1,0,23736,seq0085,seq0085_g000336,8
1,0,23737,seq0085,seq0085_g000337,8
1,0,23738,seq0085,seq0085_g000338,8
1,0,23739,seq0085,seq0085_g000339,8
1,0,23740,seq0085,seq0085_g000340,8
1,0,23741,seq0085,seq0085_g000341,8
1,0,23742,seq0085,seq0085_g000342,8
1,0,23743,seq0085,seq0085_g000343,8
1,0,23744,seq0085,seq0085_g000344,8
1,0,23745,seq0085,seq0085_g000345,8
1,0,23746,seq0085,seq0085_g000346,8
1,0,23747,seq0085,seq0085_g000347,8
1,0,23748,seq0085,seq0085_g000348,8
1,0,23749,seq0085,seq0085_g000349,8
1,0,23750,seq0085,seq0085_g000350,8
1,0,23751,seq0085,seq0085_g000351,8
1,0,23752,seq0085,seq0085_g000352,8
1,0,23753,seq0085,seq0085_g000353,8
1,0,23754,seq0085,seq0085_g000354,8
1,0,23755,seq0085,seq0085_g000355,8
1,0,23756,seq0085,seq0085_g000356,8
1,0,23757,seq0085,seq0085_g000357,8
1,0,23758,seq0085,seq0085_g000358,8
1,0,23759,seq0085,seq0085_g000359,8
1,0,23760,seq0085,seq0085_g000360,8
1,0,23761,seq0085,seq0085_g000361,8
1,0,23762,seq0085,seq0085_g000362,8
1,0,23763,seq0085,seq0085_g000363,8
1,0,23764,seq0085,seq0085_g000364,8
1,0,23765,seq0085,seq0085_g000365,8
1,0,23766,seq0085,seq0085_g000366,8
1,0,23767,seq0085,seq0085_g000367,8
1,0,23768,seq0085,seq0085_g000368,8
1,0,23769,seq0085,seq0085_g000369,8
1,0,23770,seq0085,seq0085_g000370,8
1,0,23771,seq0085,seq0085_g000371,8
1,0,23772,seq0085,seq0085_g000372,8
1,0,23773,seq0085,seq0085_g000373,8
1,0,23774,seq0085,seq0085_g000374,8
1,0,23775,seq0085,seq0085_g000375,8
1,0,23776,seq0085,seq0085_g000376,8
1,0,23777,seq0085,seq0085_g000377,8
1,0,23778,seq0085,seq0085_g000378,8
1,0,23779,seq0085,seq0085_g000379,8
1,0,23780,seq0085,seq0085_g000380,8
1,0,23781,seq0085,seq0085_g000381,8
1,0,23782,seq0085,seq0085_g000382,8
1,0,23783,seq0085,seq0085_g000383,8
1,0,23784,seq0085,seq0085_g000384,8
1,0,23785,seq0085,seq0085_g000385,8
1,0,23786,seq0085,seq0085_g000386,8
1,0,23787,seq0085,seq0085_g000387,8
1,0,23788,seq0085,seq0085_g000388,8
1,0,23789,seq0085,seq0085_g000389,8
1,0,23790,seq0085,seq0085_g000390,8
1,0,23791,seq0085,seq0085_g000391,8
1,0,23792,seq0085,seq0085_g000392,8
1,0,23793,seq0085,seq0085_g000393,7
1,0,23794,seq0085,seq0085_g000394,6
1,0,23795,seq0085,seq0085_g000395,5
1,0,23796,seq0085,seq0085_g000396,4
1,0,23797,seq0085,seq0085_g000397,3
1,0,23798,seq0085,seq0085_g000398,2
1,0,23799,seq0085,seq0085_g000399,1
1,0,23800,seq0086,seq0086_g000000,8
1,0,23801,seq0086,seq0086_g000001,8
1,0,23802,seq0086,seq0086_g000002,8
1,0,23803,seq0086,seq0086_g000003,8
1,0,23804,seq0086,seq0086_g000004,8
1,0,23805,seq0086,seq0086_g000005,8
1,0,23806,seq0086,seq0086_g000006,8
1,0,23807,seq0086,seq0086_g000007,8
1,0,23808,seq0086,seq0086_g000008,8
1,0,23809,seq0086,seq0086_g000009,8
1,0,23810,seq0086,seq0086_g000010,8
1,0,23811,seq0086,seq0086_g000011,8
1,0,23812,seq0086,seq0086_g000012,8
1,0,23813,seq0086,seq0086_g000013,8
1,0,23814,seq0086,seq0086_g000014,8
1,0,23815,seq0086,seq0086_g000015,8
1,0,23816,seq0086,seq0086_g000016,8
